"HAUL","VESSEL","CRUISE","SPECIES_CODE","REGION","START_TIME","STRATUM","STATIONID","BOTTOM_DEPTH","START_LATITUDE","START_LONGITUDE","SPECIMENID","COMMON_NAME","SEX","LENGTH","WEIGHT","CATCH_WEIGHT","YEAR","BIOMASS","VARBIO","LOWERB","UPPERB"
8,89,201002,10210,"BS",2010-07-31 18:17:07,999,"Y-18",29,62.93715,-168.986,50,"yellowfin sole",1,170,64,422.386,2010,427375.32,2306542883.7021,331322.36,523428.29
8,89,201002,10210,"BS",2010-07-31 18:17:07,999,"Y-18",29,62.93715,-168.986,51,"yellowfin sole",2,440,1150,422.386,2010,427375.32,2306542883.7021,331322.36,523428.29
8,89,201002,10210,"BS",2010-07-31 18:17:07,999,"Y-18",29,62.93715,-168.986,52,"yellowfin sole",2,410,724,422.386,2010,427375.32,2306542883.7021,331322.36,523428.29
8,89,201002,10210,"BS",2010-07-31 18:17:07,999,"Y-18",29,62.93715,-168.986,53,"yellowfin sole",2,390,748,422.386,2010,427375.32,2306542883.7021,331322.36,523428.29
8,89,201002,10210,"BS",2010-07-31 18:17:07,999,"Y-18",29,62.93715,-168.986,54,"yellowfin sole",2,400,866,422.386,2010,427375.32,2306542883.7021,331322.36,523428.29
8,89,201002,10210,"BS",2010-07-31 18:17:07,999,"Y-18",29,62.93715,-168.986,55,"yellowfin sole",2,330,464,422.386,2010,427375.32,2306542883.7021,331322.36,523428.29
8,89,201002,10210,"BS",2010-07-31 18:17:07,999,"Y-18",29,62.93715,-168.986,56,"yellowfin sole",2,380,632,422.386,2010,427375.32,2306542883.7021,331322.36,523428.29
8,89,201002,10210,"BS",2010-07-31 18:17:07,999,"Y-18",29,62.93715,-168.986,57,"yellowfin sole",2,320,422,422.386,2010,427375.32,2306542883.7021,331322.36,523428.29
8,89,201002,10210,"BS",2010-07-31 18:17:07,999,"Y-18",29,62.93715,-168.986,58,"yellowfin sole",2,430,886,422.386,2010,427375.32,2306542883.7021,331322.36,523428.29
8,89,201002,10210,"BS",2010-07-31 18:17:07,999,"Y-18",29,62.93715,-168.986,59,"yellowfin sole",2,370,632,422.386,2010,427375.32,2306542883.7021,331322.36,523428.29
8,89,201002,10210,"BS",2010-07-31 18:17:07,999,"Y-18",29,62.93715,-168.986,60,"yellowfin sole",2,390,786,422.386,2010,427375.32,2306542883.7021,331322.36,523428.29
8,89,201002,10210,"BS",2010-07-31 18:17:07,999,"Y-18",29,62.93715,-168.986,61,"yellowfin sole",2,170,60,422.386,2010,427375.32,2306542883.7021,331322.36,523428.29
8,89,201002,10210,"BS",2010-07-31 18:17:07,999,"Y-18",29,62.93715,-168.986,41,"yellowfin sole",1,380,580,422.386,2010,427375.32,2306542883.7021,331322.36,523428.29
8,89,201002,10210,"BS",2010-07-31 18:17:07,999,"Y-18",29,62.93715,-168.986,42,"yellowfin sole",1,280,266,422.386,2010,427375.32,2306542883.7021,331322.36,523428.29
8,89,201002,10210,"BS",2010-07-31 18:17:07,999,"Y-18",29,62.93715,-168.986,43,"yellowfin sole",1,270,248,422.386,2010,427375.32,2306542883.7021,331322.36,523428.29
11,89,201002,21720,"BS",2010-08-01 12:12:50,999,"V-19",42,62.01638,-169.54808,1,"Pacific cod",2,290,210,0.21,2010,29123.89,43399093.4674,15948.29,42299.49
14,89,201002,10210,"BS",2010-08-02 07:22:10,999,"S-19",42,61.01115,-169.42953,62,"yellowfin sole",2,270,260,391.017,2010,427375.32,2306542883.7021,331322.36,523428.29
14,89,201002,10210,"BS",2010-08-02 07:22:10,999,"S-19",42,61.01115,-169.42953,63,"yellowfin sole",2,180,64,391.017,2010,427375.32,2306542883.7021,331322.36,523428.29
14,89,201002,10210,"BS",2010-08-02 07:22:10,999,"S-19",42,61.01115,-169.42953,64,"yellowfin sole",2,230,156,391.017,2010,427375.32,2306542883.7021,331322.36,523428.29
14,89,201002,10210,"BS",2010-08-02 07:22:10,999,"S-19",42,61.01115,-169.42953,65,"yellowfin sole",2,240,156,391.017,2010,427375.32,2306542883.7021,331322.36,523428.29
14,89,201002,10210,"BS",2010-08-02 07:22:10,999,"S-19",42,61.01115,-169.42953,66,"yellowfin sole",2,260,216,391.017,2010,427375.32,2306542883.7021,331322.36,523428.29
14,89,201002,10210,"BS",2010-08-02 07:22:10,999,"S-19",42,61.01115,-169.42953,67,"yellowfin sole",2,290,312,391.017,2010,427375.32,2306542883.7021,331322.36,523428.29
14,89,201002,10210,"BS",2010-08-02 07:22:10,999,"S-19",42,61.01115,-169.42953,68,"yellowfin sole",2,170,62,391.017,2010,427375.32,2306542883.7021,331322.36,523428.29
14,89,201002,10210,"BS",2010-08-02 07:22:10,999,"S-19",42,61.01115,-169.42953,69,"yellowfin sole",2,160,46,391.017,2010,427375.32,2306542883.7021,331322.36,523428.29
14,89,201002,10210,"BS",2010-08-02 07:22:10,999,"S-19",42,61.01115,-169.42953,70,"yellowfin sole",1,240,178,391.017,2010,427375.32,2306542883.7021,331322.36,523428.29
14,89,201002,10210,"BS",2010-08-02 07:22:10,999,"S-19",42,61.01115,-169.42953,71,"yellowfin sole",1,250,172,391.017,2010,427375.32,2306542883.7021,331322.36,523428.29
14,89,201002,10210,"BS",2010-08-02 07:22:10,999,"S-19",42,61.01115,-169.42953,72,"yellowfin sole",1,340,462,391.017,2010,427375.32,2306542883.7021,331322.36,523428.29
14,89,201002,10210,"BS",2010-08-02 07:22:10,999,"S-19",42,61.01115,-169.42953,73,"yellowfin sole",1,260,216,391.017,2010,427375.32,2306542883.7021,331322.36,523428.29
14,89,201002,10210,"BS",2010-08-02 07:22:10,999,"S-19",42,61.01115,-169.42953,74,"yellowfin sole",1,310,356,391.017,2010,427375.32,2306542883.7021,331322.36,523428.29
14,89,201002,10210,"BS",2010-08-02 07:22:10,999,"S-19",42,61.01115,-169.42953,75,"yellowfin sole",1,300,298,391.017,2010,427375.32,2306542883.7021,331322.36,523428.29
14,89,201002,10210,"BS",2010-08-02 07:22:10,999,"S-19",42,61.01115,-169.42953,76,"yellowfin sole",1,280,242,391.017,2010,427375.32,2306542883.7021,331322.36,523428.29
14,89,201002,10210,"BS",2010-08-02 07:22:10,999,"S-19",42,61.01115,-169.42953,77,"yellowfin sole",1,150,38,391.017,2010,427375.32,2306542883.7021,331322.36,523428.29
14,89,201002,10210,"BS",2010-08-02 07:22:10,999,"S-19",42,61.01115,-169.42953,78,"yellowfin sole",1,160,52,391.017,2010,427375.32,2306542883.7021,331322.36,523428.29
14,89,201002,21720,"BS",2010-08-02 07:22:10,999,"S-19",42,61.01115,-169.42953,2,"Pacific cod",1,690,3104,11.634,2010,29123.89,43399093.4674,15948.29,42299.49
14,89,201002,21720,"BS",2010-08-02 07:22:10,999,"S-19",42,61.01115,-169.42953,3,"Pacific cod",1,630,2568,11.634,2010,29123.89,43399093.4674,15948.29,42299.49
14,89,201002,21720,"BS",2010-08-02 07:22:10,999,"S-19",42,61.01115,-169.42953,4,"Pacific cod",2,810,5962,11.634,2010,29123.89,43399093.4674,15948.29,42299.49
24,89,201002,10210,"BS",2010-08-04 07:38:31,999,"U-21",50,61.65965,-170.86265,79,"yellowfin sole",2,320,386,88.684,2010,427375.32,2306542883.7021,331322.36,523428.29
24,89,201002,10210,"BS",2010-08-04 07:38:31,999,"U-21",50,61.65965,-170.86265,80,"yellowfin sole",2,360,676,88.684,2010,427375.32,2306542883.7021,331322.36,523428.29
24,89,201002,10210,"BS",2010-08-04 07:38:31,999,"U-21",50,61.65965,-170.86265,81,"yellowfin sole",2,290,326,88.684,2010,427375.32,2306542883.7021,331322.36,523428.29
24,89,201002,10210,"BS",2010-08-04 07:38:31,999,"U-21",50,61.65965,-170.86265,82,"yellowfin sole",1,260,220,88.684,2010,427375.32,2306542883.7021,331322.36,523428.29
24,89,201002,10210,"BS",2010-08-04 07:38:31,999,"U-21",50,61.65965,-170.86265,83,"yellowfin sole",1,330,458,88.684,2010,427375.32,2306542883.7021,331322.36,523428.29
24,89,201002,10210,"BS",2010-08-04 07:38:31,999,"U-21",50,61.65965,-170.86265,84,"yellowfin sole",1,320,414,88.684,2010,427375.32,2306542883.7021,331322.36,523428.29
24,89,201002,10210,"BS",2010-08-04 07:38:31,999,"U-21",50,61.65965,-170.86265,85,"yellowfin sole",1,340,478,88.684,2010,427375.32,2306542883.7021,331322.36,523428.29
24,89,201002,10210,"BS",2010-08-04 07:38:31,999,"U-21",50,61.65965,-170.86265,86,"yellowfin sole",1,270,266,88.684,2010,427375.32,2306542883.7021,331322.36,523428.29
24,89,201002,10210,"BS",2010-08-04 07:38:31,999,"U-21",50,61.65965,-170.86265,87,"yellowfin sole",1,350,590,88.684,2010,427375.32,2306542883.7021,331322.36,523428.29
24,89,201002,10210,"BS",2010-08-04 07:38:31,999,"U-21",50,61.65965,-170.86265,88,"yellowfin sole",1,250,188,88.684,2010,427375.32,2306542883.7021,331322.36,523428.29
24,89,201002,10210,"BS",2010-08-04 07:38:31,999,"U-21",50,61.65965,-170.86265,89,"yellowfin sole",1,140,32,88.684,2010,427375.32,2306542883.7021,331322.36,523428.29
25,89,201002,21720,"BS",2010-08-04 10:13:48,999,"V-21",49,61.99455,-170.95498,6,"Pacific cod",2,370,518,0.54,2010,29123.89,43399093.4674,15948.29,42299.49
27,89,201002,21740,"BS",2010-08-04 15:22:28,999,"V-23",56,61.97613,-172.36885,1,"walleye pollock",3,120,10,0.266,2010,21140.98,19743500.7276,12254.25,30027.71
27,89,201002,21740,"BS",2010-08-04 15:22:28,999,"V-23",56,61.97613,-172.36885,2,"walleye pollock",3,140,16,0.266,2010,21140.98,19743500.7276,12254.25,30027.71
27,89,201002,21740,"BS",2010-08-04 15:22:28,999,"V-23",56,61.97613,-172.36885,3,"walleye pollock",3,130,12,0.266,2010,21140.98,19743500.7276,12254.25,30027.71
27,89,201002,21740,"BS",2010-08-04 15:22:28,999,"V-23",56,61.97613,-172.36885,4,"walleye pollock",3,130,12,0.266,2010,21140.98,19743500.7276,12254.25,30027.71
27,89,201002,21740,"BS",2010-08-04 15:22:28,999,"V-23",56,61.97613,-172.36885,5,"walleye pollock",3,120,12,0.266,2010,21140.98,19743500.7276,12254.25,30027.71
27,89,201002,21740,"BS",2010-08-04 15:22:28,999,"V-23",56,61.97613,-172.36885,6,"walleye pollock",3,110,8,0.266,2010,21140.98,19743500.7276,12254.25,30027.71
28,89,201002,21740,"BS",2010-08-04 17:52:52,999,"W-23",54,62.32177,-172.40093,7,"walleye pollock",3,130,14,0.85,2010,21140.98,19743500.7276,12254.25,30027.71
28,89,201002,21740,"BS",2010-08-04 17:52:52,999,"W-23",54,62.32177,-172.40093,8,"walleye pollock",3,130,14,0.85,2010,21140.98,19743500.7276,12254.25,30027.71
28,89,201002,21740,"BS",2010-08-04 17:52:52,999,"W-23",54,62.32177,-172.40093,9,"walleye pollock",3,130,14,0.85,2010,21140.98,19743500.7276,12254.25,30027.71
28,89,201002,21740,"BS",2010-08-04 17:52:52,999,"W-23",54,62.32177,-172.40093,10,"walleye pollock",3,110,8,0.85,2010,21140.98,19743500.7276,12254.25,30027.71
28,89,201002,21740,"BS",2010-08-04 17:52:52,999,"W-23",54,62.32177,-172.40093,11,"walleye pollock",3,130,12,0.85,2010,21140.98,19743500.7276,12254.25,30027.71
28,89,201002,21740,"BS",2010-08-04 17:52:52,999,"W-23",54,62.32177,-172.40093,12,"walleye pollock",3,130,14,0.85,2010,21140.98,19743500.7276,12254.25,30027.71
30,89,201002,21720,"BS",2010-08-05 10:02:44,999,"X-22",49,62.65408,-171.81212,7,"Pacific cod",2,220,94,0.288,2010,29123.89,43399093.4674,15948.29,42299.49
30,89,201002,21720,"BS",2010-08-05 10:02:44,999,"X-22",49,62.65408,-171.81212,8,"Pacific cod",2,280,188,0.288,2010,29123.89,43399093.4674,15948.29,42299.49
32,89,201002,21720,"BS",2010-08-05 14:47:08,999,"ZZ-22",61,63.3081,-171.97583,9,"Pacific cod",2,890,8900,9.106,2010,29123.89,43399093.4674,15948.29,42299.49
32,89,201002,21720,"BS",2010-08-05 14:47:08,999,"ZZ-22",61,63.3081,-171.97583,10,"Pacific cod",2,240,122,9.106,2010,29123.89,43399093.4674,15948.29,42299.49
36,89,201002,10210,"BS",2010-08-06 13:17:21,999,"X-20",43,62.67765,-170.34105,90,"yellowfin sole",2,430,856,51.14,2010,427375.32,2306542883.7021,331322.36,523428.29
36,89,201002,10210,"BS",2010-08-06 13:17:21,999,"X-20",43,62.67765,-170.34105,91,"yellowfin sole",2,420,888,51.14,2010,427375.32,2306542883.7021,331322.36,523428.29
36,89,201002,10210,"BS",2010-08-06 13:17:21,999,"X-20",43,62.67765,-170.34105,92,"yellowfin sole",2,410,880,51.14,2010,427375.32,2306542883.7021,331322.36,523428.29
37,89,201002,21720,"BS",2010-08-06 15:46:50,999,"X-21",45,62.65313,-171.08255,11,"Pacific cod",2,210,78,0.08,2010,29123.89,43399093.4674,15948.29,42299.49
40,89,201002,10210,"BS",2010-08-07 10:03:42,999,"V-20",47,62.01268,-170.25692,93,"yellowfin sole",2,420,874,67.564,2010,427375.32,2306542883.7021,331322.36,523428.29
40,89,201002,10210,"BS",2010-08-07 10:03:42,999,"V-20",47,62.01268,-170.25692,94,"yellowfin sole",1,360,520,67.564,2010,427375.32,2306542883.7021,331322.36,523428.29
40,89,201002,21720,"BS",2010-08-07 10:03:42,999,"V-20",47,62.01268,-170.25692,12,"Pacific cod",1,300,242,0.244,2010,29123.89,43399093.4674,15948.29,42299.49
42,89,201002,10210,"BS",2010-08-08 07:33:00,999,"U-03",20,61.6588,-166.73952,95,"yellowfin sole",2,120,18,501.66,2010,427375.32,2306542883.7021,331322.36,523428.29
